;meta[language=hu]
; id      |key(hex)|key(str)| text
   1093658|1ce30499||A witchernek, aki ezt a levelet megtalálja:<br><br>Hieronymus, a mágus áruló. Ha sikerült elmenekülnie Kaer Morhenből, esküdj meg, hogy megtalálod azt a kurafit és megölöd. Lassan, hogy érezze, ahogy a halál elemészti.<br><br>Megtaláltam a naplóját az őrtoronyban és a régi jelzőtoronyban találtam néhány különös, mágikus teleportáló szerkezetet. Ez a portál lehetett a terve a gyors eltűnéshez. <br><br>Amikor a riadókürt felharsant, rögtön tudtam, mi történik. Ő szabadította ránk a vasvillával és fáklyákkal hadonászó csőcseléket. Innen, ahol ülök, a bástya falának tetejéről, látom, hogyan lángol az őrtorony. A ma meggyilkolt witcherek vére szálljon az átkozott Hieronymus fejére mindörökre!
   1093655|203d5552||Levél Lisbethnek
   1095340|0fb9fb48||Teigr
   1090232|aa4dec89||Honorton elöljárója által kitett felhívás.
   1090228|cc124271||Florka
   1090229|85df3483||Megbízás: Honorton fenevadja
   1090230|cd279328||Gaetan
   1090231|ee7d2369||Jóemberek!<br><br>Van itten egy gonosz és veszélyes rémség, fenevad vagy valamiféle ördög, ami vég nélkül zaklatja kis falunkat, Honortont. Legmélyebb hálánkat – és jelentős jutalmat – érdemli ki az a bátor legény, aki elpusztítja.<br><br>Ha többet akarsz megtudni, gyere, látogass meg. Keresd az elöljárót, Sobemart.
   1091114|6c0ea73c||Baba
   1091384|fc6177e6||Én – ennek a feljegyzésnek az írója – witcher segítségét keresem. Igaz, az ajánlott feladat nehéz, de egy witcher számára gyerekjáték. Jól fizetek. Az idő kevés, ne habozz hát. Érdeklődő witcherek Fyresdalban, a fogadó előtt keressenek.<br><br>Uggo, Olaf fia
   1091383|500d45e6||Witcher kerestetik!
   1092304|ceca3a32||Levél valakitől, aki nem volt jártas a tollforgatásban.
   1092299|c1c15e8d||Köszönőkártya
   1092300|ec388dc7||Ajándék egy hálás ifjú lánytól.
   1092301|8c75af9f||Riveai Gerahltnak:<br/><<bk_texture_mq1058_girls_drawing>>
   1092302|aa5b822c||Levél Gaetannak
   1092303|bd0bf760||Gaetan,<br><br>Vége van. A katonák elfoglalták az iskolát. Megölték Axelt és Cedricet. Schrödingerről nem tudok semmi biztosat – lehet, hogy meghalt, de lehet, hogy él. Vérdíjat tűztek a fejünkre. Kerüld a városokat és a főbb utakat. Ne kelts feltűnést.<br><br>-Joël
   1092033|c4b43cf1||Vezérlési séma
   1086199|00000000||A witcherek idejük nagyrészét úton töltik, következő megbízásukat keresve. Át kell kelniük hatalmas lapályokon, égbetörő hegycsúcsokon és marasztaló ingoványon egyaránt.<br><br>Szerencsére Geralt mindig számíthat <font color="#CD7D03">lovára</font>, <font color="#CD7D03">Keszegre</font>, aki hű társa utazásai során.<br><br><font color="#CD7D03">Keszeg</font> hívásához nyomd le a <<SpawnHorse>> gombot.
   1086243|00000000||A hosszú mérföldekre és egyes legyőzendő akadályokra, mint például ez is, az egyetlen megoldás egy hátas.<br><br>Lovad hívásához nyomd meg a <<SpawnHorse>> gombot.
   1086321|00000000||Egyes képességek aktiválásával különleges támadásokat hajthatsz végre.<br><br>Különleges Gyors támadáshoz tartsd lenyomva a <<SpecialAttackWithAlternateLight>> gombot.<br>Különleges Erős támadást a <<PCAlternate>>és <<SpecialAttackWithAlternateLight_mod>> gombok nyomva tartásával indíthatsz.
   1086323|00000000||Egyes képességek aktiválásával különleges támadásokat hajthatsz végre.<br><br>Különleges Gyors támadáshoz tartsd lenyomva a <<SpecialAttackWithAlternateLight>> gombot.<br>Különleges Erős támadást a <<PCAlternate>>és <<SpecialAttackWithAlternateLight_mod>> gombok nyomva tartásával indíthatsz.
   1085700|6d1ad38f||Kövesd figyelemmel lovad pánik szintjét. Ha a hátas pánikba esik, kivet a nyeregből és elvágtat. Lovadat az Axii Jellel nyugtathatod meg.
   1087246|00000000||A térkép görgetéséhez tartsd lenyomva a <<IK_LeftMouse>> gombot és mozgasd az egeret.
   1086785|00000000||A mesterembereknek is meg kell élniük! Ha el akarsz készíttetni velük valamilyen tárgyat, meg kell fizetned a szolgálataikat.<br><br>Ha van elegendő pénzed, nyomd le a <<GUI_PC_Select>> gombot a kiválasztott ábra elkészítéséhez.
   1087544|00000000||Válassz egy <font color="#CD7D03">ételt</font> és kattints rá.
   1087548|00000000||Előkészítheted az élelmet, hogy játék közben gyorsan elérd. Ehhez kattints kétszer az élelemre vagy húzd az egyik fogyasztható helyre.
   1087792|d932ff2f||Alternatív kinézet Yennefernek
   1087793|928a2778||Alternatív kinézet Cirinek
   1087794|05be7e26||Alternatív kinézet Trissnek
   1087795|73557ef1||„Balladai hősök” kiegészítő gwynt kártyapakli
   1087900|be9e772e||Nilfgaardi szemellenző
   1087894|519c8f13||Temeri szemellenző
   1087910|ebd5f386||Undviki szemellenző
   1089432|f84c6a16||HBAO+
   1082181|c596d25a||Bástya
   1083490|888281ec||Vezérlési beállítások
   1083785|00000000||Párbeszédek – Időlimitált opciók
   1110534|8087e1b0||[EN] Trophy hunter
   1110797|fb2cd197||JUNIOR ÜGYFÉLSZOLGÁLATI KÉPVISELŐ
   1110908|447d8081||30
   1110909|447d80de||60
   1110910|8076ee3d||korlátlan
   1110903|16f1acff||Maximum Képkocka Per Másodperc
   1110954|27e189c3||Hardver kurzor
   1110156|7d49be54||[EN] Plan B
   1110452|f1838f72||Biztosan végre szeretnéd hajtani ezeket a változtatásokat?
   1110453|f8d17716||Újra kell indítanod a játékot a változtatások életbe lépéséhez.
   1106616|121562a0||Nagy vörös mutagén
   1106617|acbde652||Nagy zöld mutagén
   1106618|27743163||Nagy kék mutagén
   1106619|d56ca54e||Kitépett lap: Vörös mutagén
   1106620|2c438080||Kitépett lap: Zöld mutagén
   1106621|d820db3d||Kitépett lap: Kék mutagén
   1106622|5a48d789||Kitépett lap: Nagy vörös mutagén
   1106623|eadc0ffb||Kitépett lap: Nagy zöld mutagén
   1106641|5625d6ee||A játék frissítésre került. Minden felhasználói beállítás az alapértelmezett értékre került visszaállításra.
   1106624|eecaf062||Kitépett lap: Nagy kék mutagén
   1106707|f3f5fddc||A mentett állás nem tölthető be, mert a játék egy újabb verziójával készült.
   1106077|dacadae9||Leszállás a lóról
   1106078|c3669d60||Megállás
   1106079|2e453c85||Főzet 1
   1106069|5141493d||Vágta/Ügetés
   1106104|0ccf28fa||Jelek – Axii
   1106105|9397656e||Szereplő
   1106106|8790195c||Felszerelés
   1106107|0001a55c||Térkép
   1106108|0d5c0a69||Játék menü
   1106097|0cd66330||Jelek – Quen
   1106098|0cd28cbc||Jelek – Igni
   1106090|0cced3b5||Jelek – Aard
   1106093|8e655d51||Jelek – Yrden
   1106080|2e453c86||Főzet 2
   1106081|0f285f10||Acélkard előhúzása
   1106082|d54bee68||Ezüstkard előhúzása
   1106120|5700d7e9||Gwynt pakli
   1106117|ab64af37||Küldetések
   1106118|e0ae4a1e||Szójegyzék
   1106367|46c53be2||Növényzet láthatóság távolsága
   1107461|471de117||Visszaállítás alapértelmezettre
   1107462|e8384175||Minden opció visszaállítása alapértelmezettre
   1107506|37ccab34||Az alapértelmezett értékek visszaállítása megtörtént
   1107545|00000000||Roham
   1107546|00000000||Az <<CiriAttackHeavy>> gomb nyomva tartásával rohamozhatsz.<br><br>Minél tovább tartod nyomva a gombot, annál nagyobb területre hat a támadásod.
   1107562|97bd647b||`
   1107564|975ac993||-
   1107609|db981db5||Nincs
   1107610|46cb42fc||=
   1107611|254901a4||[
   1107612|22fc3489||]
   1107613|1cd4b3ee||\
   1107614|601ce217||'
   1107615|02edec54||;
   1107647|34f56ada||7
   1107625|34f56ad4||1
   1107626|34f56ad5||2
   1107627|34f56ad6||3
   1107628|34f56ad7||4
   1107629|34f56ad8||5
   1107630|34f56ad9||6
   1107616|96d093f8||,
   1107617|58e638fe||.
   1107618|97b082a0||/
   1107619|54561bb2||Egér görgő
   1107675|34f56b12||O
   1107676|34f56b13||P
   1107677|34f56b04||A
   1107678|34f56b16||S
   1107679|00000000||Különleges támadások
   1107656|00000000||Különleges támadások
   1107657|00000000||Különleges gyors támadáshoz tartsd lenyomva a <<SpecialAttackLight>> gombot.<br>Különleges erős támadáshoz tartsd lenyomva a <<SpecialAttackHeavy>> gombot.
   1107658|34f56b08||E
   1107659|34f56b15||R
   1107660|34f56b17||T
   1107661|34f56b1c||Y
   1107662|34f56b18||U
   1107663|34f56b0c||I
   1107648|34f56adb||8
   1107649|34f56adc||9
   1107650|34f56ad3||0
   1107654|34f56b14||Q
   1107655|34f56b1a||W
   1107704|34f56b1b||X
   1107705|34f56b06||C
   1107706|34f56b19||V
   1107707|34f56b05||B
   1107708|34f56b11||N
   1107698|34f56b0e||K
   1107699|34f56b0f||L
   1107700|34f56b1d||Z
   1107692|34f56b0d||J
   1107680|00000000||Különleges gyors támadáshoz tartsd lenyomva a <<SpecialAttackLight>> gombot.<br>Különleges erős támadáshoz tartsd lenyomva a <<SpecialAttackHeavy>> gombot.
   1107681|34f56b07||D
   1107682|34f56b09||F
   1107683|34f56b0a||G
   1107684|34f56b0b||H
   1107736|00000000||A <<AttackLight>> gomb megnyomásával gyors támadást hajthatsz végre Vesemir ellen.
   1107733|00000000||Gyors támadás
   1107734|00000000||A <<AttackLight>> gomb megnyomásával gyors támadást hajthatsz végre.
   1107735|00000000||Gyors támadás
   1107720|69b7f64d||F6
   1107721|69b7f64e||F7
   1107722|69b7f64f||F8
   1107723|69b7f650||F9
   1107724|cd46d2e8||F10
   1107725|cd46d2e9||F11
   1107726|cd46d2ea||F12
   1107714|34f56b10||M
   1107715|69b7f648||F1
   1107716|69b7f649||F2
   1107717|69b7f64a||F3
   1107718|69b7f64b||F4
   1107719|69b7f64c||F5
   1107832|00000000||Új gwynt lapot kaptál!<br>Ha meg szeretnéd nézni, nyisd meg a <font color="#CD7D03">Játék menüt</font> és lépj be a <font color="#CD7D03">Gwynt pakli panelre</font>.
   1107831|00000000||Gwynt pakli
   1107416|e72b5002||A páncélkovács asztala korlátozott ideig páncél bónuszt biztosít a felszerelésedre.
   1107417|e88df9f3||Itt egy örömlány szolgáltatásait veheted igénybe.
   1107415|b7af1a38||Hajóval utazhatsz a tavakon, folyókon, tengereken.
   1108632|2a7f26a2||Legendás Medve kesztyű
   1108633|2a7f26a3||Megerősített legendás Medve kesztyű
   1108634|2a7f26a4||Kiváló legendás Medve kesztyű
   1108635|2a7f26a5||Remekmívű legendás Medve kesztyű
   1108636|cd0fc0be||Ábra: Legendás Medve kesztyű
   1108637|35fdbf98||Legendás Medve nadrág
   1108638|35fdbf99||Megerősített legendás Medve nadrág
   1108639|35fdbf9a||Kiváló legendás Medve nadrág
   1108624|3972483c||Kiváló legendás Medve páncél
   1108625|3972483d||Remekmívű legendás Medve páncél
   1108626|a8383957||Ábra: Legendás Medve páncél
   1108627|6958723d||Legendás Medve csizma
   1108628|6958723e||Megerősített legendás Medve csizma
   1108629|6958723f||Kiváló legendás Medve csizma
   1108630|69587240||Remekmívű legendás Medve csizma
   1108631|f4dd4159||Ábra: Legendás Medve csizma
   1108617|d65f831f||teszt
   1108620|80b9cac9||Legendás Medve páncél
   1108623|3972483b||Megerősített legendás Medve páncél
   1108656|f44177a7||Kiváló legendás Medve acélkard
   1108657|f44177a8||Remekmívű legendás Medve acélkard
   1108648|dcbc44f4||Remekmívű legendás Medve ezüstkard
   1108649|4cb18f0e||Ábra: Legendás Medve ezüstkard
   1108651|e68a0f40||Ábra: Megerősített legendás Medve ezüstkard
   1108652|e68a0f41||Ábra: Kiváló legendás Medve ezüstkard
   1108653|e68a0f42||Ábra: Remekmívű legendás Medve ezüstkard
   1108654|19d3d8f4||Legendás Medve acélkard
   1108655|f44177a6||Megerősített legendás Medve acélkard
   1108640|35fdbf9b||Remekmívű legendás Medve nadrág
   1108641|963903b4||Ábra: Legendás Medve nadrág
   1108642|4b36faff||Legendás Medve számszeríj
   1108643|84371e0d||Ábra: Legendás Medve számszeríj
   1108645|34f98940||Legendás Medve ezüstkard
   1108646|dcbc44f2||Megerősített legendás Medve ezüstkard
   1108647|dcbc44f3||Kiváló legendás Medve ezüstkard
   1108920|91c7c1bc||Megerősített legendás Griff kesztyű
   1108921|91c7c1bd||Kiváló legendás Griff kesztyű
   1108922|91c7c1be||Remekmívű legendás Griff kesztyű
   1108923|563c32d7||Ábra: Legendás Griff kesztyű
   1108924|5218dd5f||Legendás Griff nadrág
   1108925|5218dd60||Megerősített legendás Griff nadrág
   1108926|5218dd61||Kiváló legendás Griff nadrág
   1108927|5218dd62||Remekmívű legendás Griff nadrág
   1108912|558d6604||Remekmívű legendás Griff páncél
   1108913|7b18a01e||Ábra: Legendás Griff páncél
   1108914|85739004||Legendás Griff csizma
   1108915|85739005||Megerősített legendás Griff csizma
   1108916|85739006||Kiváló legendás Griff csizma
   1108917|85739007||Remekmívű legendás Griff csizma
   1108918|c7bda820||Ábra: Legendás Griff csizma
   1108919|91c7c1bb||Legendás Griff kesztyű
   1108905|ad02cdc2||Ábra: Legendás Medve acélkard
   1108906|778670f4||Ábra: Megerősített legendás Medve acélkard
   1108907|778670f5||Ábra: Kiváló legendás Medve acélkard
   1108908|778670f6||Ábra: Remekmívű legendás Medve acélkard
   1108909|06bfae50||Legendás Griff páncél
   1108910|558d6602||Megerősített legendás Griff páncél
   1108911|558d6603||Kiváló legendás Griff páncél
   1108896|5a090a64||[EN] Alfred Mauss
   1108897|766d842e||[EN] Marcel Kroeber
   1108953|35261564||Ábra: Megerősített legendás Griff csizma
   1108954|35261565||Ábra: Kiváló legendás Griff csizma
   1108955|35261566||Ábra: Remekmívű legendás Griff csizma
   1108956|199db191||Ábra: Megerősített legendás Griff kesztyű
   1108957|199db192||Ábra: Kiváló legendás Griff kesztyű
   1108944|ff70c34f||Ábra: Remekmívű legendás Griff acélkard
   1108936|5bea0808||Ábra: Kiváló legendás Griff ezüstkard
   1108937|5bea0809||Ábra: Remekmívű legendás Griff ezüstkard
   1108938|09ac28cd||Legendás Griff acélkard
   1108939|4f45353f||Megerősített legendás Griff acélkard
   1108940|4f453540||Kiváló legendás Griff acélkard
   1108941|4f453541||Remekmívű legendás Griff acélkard
   1108942|ff70c34d||Ábra: Megerősített legendás Griff acélkard
   1108943|ff70c34e||Ábra: Kiváló legendás Griff acélkard
   1108928|69196a7b||Ábra: Legendás Griff nadrág
   1108929|77dfe25b||Ábra: Legendás Griff acélkard
   1108930|402b3487||Legendás Griff ezüstkard
   1108931|e2303a79||Megerősített legendás Griff ezüstkard
   1108932|e2303a7a||Kiváló legendás Griff ezüstkard
   1108933|e2303a7b||Remekmívű legendás Griff ezüstkard
   1108934|dd770d95||Ábra: Legendás Griff ezüstkard
   1108935|5bea0807||Ábra: Megerősített legendás Griff ezüstkard
   1108984|09960d9f||Kiváló legendás Macska páncél
   1108985|09960da0||Remekmívű legendás Macska páncél
   1108986|a53debba||Ábra: Legendás Macska páncél
   1108987|397c37a0||Legendás Macska csizma
   1108988|397c37a1||Megerősített legendás Macska csizma
   1108989|397c37a2||Kiváló legendás Macska csizma
   1108990|397c37a3||Remekmívű legendás Macska csizma
   1108991|f1e2f3bc||Ábra: Legendás Macska csizma
   1108976|1a61e156||Ábra: Megerősített legendás Medve páncél
   1108977|1a61e157||Ábra: Kiváló legendás Medve páncél
   1108978|1a61e158||Ábra: Remekmívű legendás Medve páncél
   1108979|f737bfae||Ábra: Megerősített legendás Medve nadrág
   1108980|f737bfaf||Ábra: Kiváló legendás Medve nadrág
   1108981|f737bfb0||Ábra: Remekmívű legendás Medve nadrág
   1108982|24c58cec||Legendás Macska páncél
   1108983|09960d9e||Megerősített legendás Macska páncél
   1108968|5d82e200||Ábra: Kiváló legendás Griff nadrág
   1108969|5d82e201||Ábra: Remekmívű legendás Griff nadrág
   1108970|cedaf313||Ábra: Megerősített legendás Medve csizma
   1108971|cedaf314||Ábra: Kiváló legendás Medve csizma
   1108972|cedaf315||Ábra: Remekmívű legendás Medve csizma
   1108973|b68489c2||Ábra: Megerősített legendás Medve kesztyű
   1108974|b68489c3||Ábra: Kiváló legendás Medve kesztyű
   1108975|b68489c4||Ábra: Remekmívű legendás Medve kesztyű
   1108961|199db193||Ábra: Remekmívű legendás Griff kesztyű
   1108963|7d7b0925||Ábra: Megerősített legendás Griff páncél
   1108964|7d7b0926||Ábra: Kiváló legendás Griff páncél
   1108966|7d7b0927||Ábra: Remekmívű legendás Griff páncél
   1108967|5d82e1ff||Ábra: Megerősített legendás Griff nadrág
   1109016|0daf2601||Ábra: Kiváló legendás Macska ezüstkard
   1109017|0daf2602||Ábra: Remekmívű legendás Macska ezüstkard
   1109020|93c5e7b1||Legendás Macska acélkard
   1109021|4f13543f||Ábra: Legendás Macska acélkard
   1109011|cc3d6117||Remekmívű legendás Macska ezüstkard
   1109012|ecb1d831||Ábra: Legendás Macska ezüstkard
   1109013|0daf2600||Ábra: Megerősített legendás Macska ezüstkard
   1109000|062184fe||Remekmívű legendás Macska nadrág
   1109001|933eb617||Ábra: Legendás Macska nadrág
   1109002|483cad62||Legendás Macska számszeríj
   1109003|57b770b0||Ábra: Legendás Macska számszeríj
   1109004|f9495223||Legendás Macska ezüstkard
   1109005|cc3d6115||Megerősített legendás Macska ezüstkard
   1109006|cc3d6116||Kiváló legendás Macska ezüstkard
   1108992|5ed40d9f||Legendás Macska kesztyű
   1108993|5ed40da0||Megerősített legendás Macska kesztyű
   1108994|5ed40da1||Kiváló legendás Macska kesztyű
   1108995|5ed40da2||Remekmívű legendás Macska kesztyű
   1108996|70c05abb||Ábra: Legendás Macska kesztyű
   1108997|062184fb||Legendás Macska nadrág
   1108998|062184fc||Megerősített legendás Macska nadrág
   1108999|062184fd||Kiváló legendás Macska nadrág
   1109048|b6ebe313||Ábra: Megerősített legendás Macska páncél
   1109049|b6ebe314||Ábra: Kiváló legendás Macska páncél
   1109050|b6ebe315||Ábra: Remekmívű legendás Macska páncél
   1109051|cab81251||Ábra: Megerősített legendás Macska nadrág
   1109052|cab81252||Ábra: Kiváló legendás Macska nadrág
   1109053|cab81253||Ábra: Remekmívű legendás Macska nadrág
   1109041|d78f4c33||Ábra: Remekmívű legendás Macska acélkard
   1109042|a25b45b6||Ábra: Megerősített legendás Macska csizma
   1109043|a25b45b7||Ábra: Kiváló legendás Macska csizma
   1109044|a25b45b8||Ábra: Remekmívű legendás Macska csizma
   1109045|530e8b7f||Ábra: Megerősített legendás Macska kesztyű
   1109046|530e8b80||Ábra: Kiváló legendás Macska kesztyű
   1109047|530e8b81||Ábra: Remekmívű legendás Macska kesztyű
   1109034|d78f4c31||Ábra: Megerősített legendás Macska acélkard
   1109035|d78f4c32||Ábra: Kiváló legendás Macska acélkard
   1109027|b9eacb23||Megerősített legendás Macska acélkard
   1109028|b9eacb24||Kiváló legendás Macska acélkard
   1109029|b9eacb25||Remekmívű legendás Macska acélkard
   1109212|c6c10041||Legendás Farkas páncél
   1109213|90c38de6||Legendás Farkas kesztyű
   1109214|5ba47484||Legendás Farkas nadrág
   1109215|067511f8||Legendás Farkas csizma
   1109242|514e8ee7||Legendás Farkas páncél
   1109243|37e67cd9||Megerősített legendás Farkas páncél
   1109244|37e67cda||Kiváló legendás Farkas páncél
   1109245|37e67cdb||Remekmívű legendás Farkas páncél
   1109246|5b74eff5||Ábra: Legendás Farkas páncél
   1109224|54db7bf8||Ábra: Megerősített legendás Farkas páncél
   1109225|54db7bf9||Ábra: Kiváló legendás Farkas páncél
   1109226|54db7bfa||Ábra: Remekmívű legendás Farkas páncél
   1109227|4baf48cc||Ábra: Megerősített legendás Farkas nadrág
   1109228|4baf48cd||Ábra: Kiváló legendás Farkas nadrág
   1109229|4baf48ce||Ábra: Remekmívű legendás Farkas nadrág
   1109231|9d7d4d3a||Háttér karakterek száma
   1109216|23527c31||Ábra: Megerősített legendás Farkas csizma
   1109217|23527c32||Ábra: Kiváló legendás Farkas csizma
   1109218|23527c33||Ábra: Remekmívű legendás Farkas csizma
   1109219|f0fe2464||Ábra: Megerősített legendás Farkas kesztyű
   1109220|f0fe2465||Ábra: Kiváló legendás Farkas kesztyű
   1109223|f0fe2466||Ábra: Remekmívű legendás Farkas kesztyű
   1109272|8169dde0||Ábra: Legendás Farkas kesztyű
   1109273|3471f436||Legendás Farkas nadrág
   1109274|3471f437||Megerősített legendás Farkas nadrág
   1109275|3471f438||Kiváló legendás Farkas nadrág
   1109276|3471f439||Remekmívű legendás Farkas nadrág
   1109277|4975ba52||Ábra: Legendás Farkas nadrág
   1109278|f79dc0de||Legendás Farkas ezüstkard
   1109279|87310d10||Megerősített legendás Farkas ezüstkard
   1109268|fa9185c4||Legendás Farkas kesztyű
   1109269|fa9185c5||Megerősített legendás Farkas kesztyű
   1109270|fa9185c6||Kiváló legendás Farkas kesztyű
   1109271|fa9185c7||Remekmívű legendás Farkas kesztyű
   1109256|67cca6dd||Kiváló legendás Farkas csizma
   1109260|67cca6de||Remekmívű legendás Farkas csizma
   1109261|a819f7f7||Ábra: Legendás Farkas csizma
   1109253|67cca6db||Legendás Farkas csizma
   1109255|67cca6dc||Megerősített legendás Farkas csizma
   1109308|ec67d1f5||Ábra: Remekmívű legendás Farkas acélkard
   1109296|ec67d1f4||Ábra: Kiváló legendás Farkas acélkard
   1109289|873be93d||Ábra: Remekmívű legendás Farkas ezüstkard
   1109290|201b3596||Legendás Farkas acélkard
   1109291|862433c8||Megerősített legendás Farkas acélkard
   1109292|862433c9||Kiváló legendás Farkas acélkard
   1109293|862433ca||Remekmívű legendás Farkas acélkard
   1109294|30766281||Ábra: Legendás Farkas acélkard
   1109295|ec67d1f3||Ábra: Megerősített legendás Farkas acélkard
   1109280|87310d11||Kiváló legendás Farkas ezüstkard
   1109281|87310d12||Remekmívű legendás Farkas ezüstkard
   1109282|4677abc9||Ábra: Legendás Farkas ezüstkard
   1109283|873be93b||Ábra: Megerősített legendás Farkas ezüstkard
   1109284|873be93c||Ábra: Kiváló legendás Farkas ezüstkard
   1109331|1bd8308c||[EN] Legendary Viper silver sword
