;meta[language=zh]
; id      |key(hex)|key(str)| text
   1075726|00000000||按下 <<ThrowItem>> 從十字弓上釋放弩箭。你也可以按住 <<ThrowItem>> 仔細瞄準，放開 <<ThrowItem>> 發射。<br><br>你可以在物品欄裡選擇要用十字弓發射哪些弩箭。部分弩箭有特殊能力。十字弓是一種戰略性武器，在特定情形下相當有用。不過十字弓的傷害比不上劍和法印。
   1075722|00000000||要施展法印，請按下<<CastSign>>。<br><br>法印與某些其他的動作會耗損精力，在下一次施展法印前，必須等待精力回復。<br>你可以使用快捷鍵選擇法印 <<SelectAard>> - <<SelectAxii>>
   1075983|00000000||想要馬匹來到你身邊，可按下 <<SpawnHorse>>。
   1076197|db9330e8||右Ctrl
   1076214|9dae9bd8||Enter
   1076145|00000000||想要操控船隻，請按下<<EnterBoat>>。
   1076122|00000000||<font color="#CD7D03">研磨石</font><<ICO_RepairWeapons>>可用來暫時強化武器。<br><br><font color="#CD7D03">護甲師傅的桌子</font><<ICO_RepairArmor>>可用來暫時增強護甲。<br><br>強化的物品將會得到<font color="#CD7D03">防禦或施加傷害加成</font>。使用過一段時間之後，加成將會耗盡，但是你可以再次使用研磨石或護甲師傅的桌子再次加強。
   1049943|60ea26e0||鋼劍，用於與亞人和一般野獸戰鬥。
   1064031|3a84c32a||效果時間延長。毒藥的傷害轉為治癒能力。
   1063947|e71d7c8e||若仍有活力，則使用所有活力進行強擊，施加一般傷害後，再減少擊中敵人10%的生命。
   1063956|fc921508||大幅減少擊倒、催眠、昏迷與盲目的持續時間。
   1063965|fc921527||在日出與日落時會隨機增加一種法印強度的戰時狀態。效果比其他突變誘發物煎藥持久。
   1057003|4b1d24f3||強化惡魔之塵
   1103843|c5784d99||貓學派徽章
   1103781|23c93ed5||巫師2的存檔導入失敗
   1103780|128e270d||秒
   1103779|dc99f96d||分
   1103778|43186f1d||時
   1103777|02280e89||日
   1103776|4ce23aeb||藍圖：絲綢
   1102051|9615a0a1||滑鼠左鍵
   1102057|e035d313||滑鼠中鍵
   1102056|305248c6||滑鼠右鍵
   1102439|8035c2a4||滑鼠敏感度（選單）
   1102569|98ca5985||總遊戲時間
   1102493|04b09b99||無法讀取存檔
   1102492|907db547||無法讀取存檔
   1102491|4ec338ac||意外舒適的靴子。腳趾上的爪子能讓你在人群中相當突出。
   1102490|97b582f2||孽鬼皮靴
   1104919|7ab8ea05||鎖定目標
   1104918|ffe663a0||切換走/跑
   1104915|f50ceca4||外包網頁設計
   1104914|8fb89d65||切換衝刺
   1104923|5711adb4||切換法印
   1104920|e65bd07f||修改攻擊類型
   1105791|5a586213||新任務 - 「委託：失蹤的礦工」
   1105790|5a4a4a92||鬍鬚與髮型套組
   1105789|5a3c3311||泰莫利亞護甲套裝
   1105867|950b665d||此遊戲版本的存檔與舊遊戲版本不相容。
   1105866|b654820b||此遊戲版本的存檔與舊遊戲版本不相容。
   1105799|5bf10bb0||希里的替換造型
   1105798|5be2f42f||新任務 - 「尋寶任務：狼學派裝備」
   1105797|5aacef19||二周目遊戲
   1105796|5a9ed798||「詩歌英雄」中立昆特牌組
   1105795|5a90c017||新任務 - 「愚人金」
   1105794|5a82a896||特莉絲的替換造型
   1105793|5a749115||尼弗迦德護甲套裝
   1105792|5a667994||葉奈法的替換造型
   1105806|667dad9a||缺少開啟此存檔所需的可下載 內容
   1105805|6937efd0||缺少開啟此存檔所需的可下載 內容
   1105804|5c378135||新潤飾動畫
   1105803|5c2969b4||新任務 - 「貓與狼的遊戲⋯」
   1105802|5c1b5233||史凱利傑護甲套組
   1105801|5c0d3ab2||菁英十字弓套組
   1105800|5bff2331||新任務 - 「委託：史凱利傑追殺令」
   1104106|710f8a92||您已經解開二周目遊戲的功能。要進行二周目遊戲，請製造新存檔，開始新遊戲，選擇二周目遊戲選項，接著選擇你想輸入的角色存檔。僅能使用二周目功能開啟後的存檔。
   1104039|0d4964f9||現在無法開始二周目遊戲。
   1104038|1259b0a8||讀取存檔時發生錯誤。
   1104036|651a4149||無存檔可用來進行二周目遊戲。
   1104035|d65dcc27||二周目遊戲
   1104043|c76954c9||遊戲內容不完整，存檔無法讀取。
   1104042|7326ef5c||讀取存檔遊戲時發生未知錯誤。
   1104041|61f0d99d||角色等級過低，或是此存檔內遊戲尚未完成。
   1104040|598f936d||選擇的存檔現在無法使用。請讀取後重新存檔以繼續。
   1104866|867aba18||保存良好的布地圖
   1104865|867ab9f9||褪色嚴重的布地圖
   1104884|28d5b1ee||翻滾
   1099517|efb1f4c5||煎藥
   1099516|6ba9f2a1||酒精
   1099463|00000000||強擊
   1099464|00000000||按 <<AttackHeavy>> 對維瑟米爾進行強擊
   1098493|00000000||像現在這種時候，要遠距離移動或跨越某些障礙物時，你只能仰賴馬匹。<br><br>要召喚馬匹，按兩次 <<SpawnHorse>>。
   1098492|00000000||馬匹──召喚
   1098491|00000000||大多時間，狩魔獵人都在旅程途中尋找他們的下一個委託。他們必須穿越寬廣的山谷、爬過高山隘口、跋涉過難以穿越的沼澤。幸好，傑洛特可以仰賴 <font color="#CD7D03">他的馬，蘿蔔</font>。<br><br><font color="#CD7D03">蘿蔔</font> 背的馬鞍袋可以讓傑洛特存放物品。<br><br>要讓 <font color="#CD7D03">蘿蔔</font> 來到你身邊，按兩次 <<SpawnHorse>>。
   1098490|00000000||馬匹
   1098489|00000000||想要馬匹來到你身邊，可按兩次 <<SpawnHorse>>。
   1098488|00000000||馬匹──召喚
   1101191|d03e0a6d||已經解除。
   1101190|a981389a||按下欲指定的按鍵：
   1101189|35c5e315||按鍵
   1101188|0b8fdf52||動作
   1101187|7a1c1281||按鍵綁定
   1101664|317d8e12||藍圖：高等狼之手套
   1101674|317d8e13||藍圖：極品狼之手套
   1101639|a27798b3||極品熊之靴子
   1101638|a27798b2||高等熊之靴子
   1101637|6f1ce60e||極品熊之褲子
   1101647|f703f371||藍圖：極品熊之手套
   1101646|f703f370||藍圖：高等熊之手套
   1101645|97211fc8||藍圖：極品熊之靴子
   1101644|97211fc7||藍圖：高等熊之靴子
   1101643|bf7dec63||藍圖：極品熊之褲子
   1101642|bf7dec62||藍圖：高等熊之褲子
   1101641|1544ce92||極品熊之手套
   1101640|1544ce91||高等熊之手套
   1101655|a0ebcd51||極品狼之靴子
   1101654|a0ebcd50||高等狼之靴子
   1101653|6d911aac||極品狼之褲子
   1101648|6d911aab||高等狼之褲子
   1101663|eb98a8e6||藍圖：極品狼之靴子
   1101662|eb98a8e5||藍圖：高等狼之靴子
   1101661|13f57581||藍圖：極品狼之褲子
   1101658|13f57580||藍圖：高等狼之褲子
   1101657|e5572db4||極品狼之手套
   1101656|e5572db3||高等狼之手套
   1101604|92fe3f05||藍圖：高等貓之褲子
   1101603|4999b58f||極品貓之手套
   1101602|4999b58e||高等貓之手套
   1101601|729b5e16||極品貓之靴子
   1101600|729b5e15||高等貓之靴子
   1101615|d56ef0b3||高等獅鷲獸靴子
   1101614|a2143e0f||極品獅鷲獸褲子
   1101613|a2143e0e||高等獅鷲獸褲子
   1101612|938df52e||藍圖：極品貓之手套
   1101611|938df52d||藍圖：高等貓之手套
   1101610|6aa1726b||藍圖：極品貓之靴子
   1101609|6aa1726a||藍圖：高等貓之靴子
   1101608|92fe3f06||藍圖：極品貓之褲子
   1101623|c4c84cc5||藍圖：高等獅鷲獸手套
   1101622|5371c7d3||藍圖：極品獅鷲獸靴子
   1101621|5371c7d2||藍圖：高等獅鷲獸靴子
   1101620|7bce946e||藍圖：極品獅鷲獸褲子
   1101619|7bce946d||藍圖：高等獅鷲獸褲子
   1101618|413876b1||極品獅鷲獸手套
   1101617|413876b0||高等獅鷲獸手套
   1101616|d56ef0b4||極品獅鷲獸靴子
   1101625|6f1ce60d||高等熊之褲子
   1101624|c4c84cc6||藍圖：極品獅鷲獸手套
   1101599|3f40ab71||極品貓之褲子
   1101598|3f40ab70||高等貓之褲子
   1100128|fc14eac1||整理物品
   1100106|00000000||要展開強擊，請按下<<AttackHeavy>>。<br><br>強擊比速攻速度慢，但是造成傷害較高。<br><br>較弱的對手無法格擋強擊。
   1100105|00000000||強擊
   1100115|00000000||要施展法印，請按下<<CastSign>>。<br><br>法印與某些其他的動作會耗損精力，在下一次施展法印前，必須等待精力回復。
   1100114|00000000||施展法印
   1100404|1979535b||[詳細記述年輕狩魔獵人數小時擊劍訓練過程的筆記，頁緣也寫了許多註記]<br><br>那法師總算是派上些用場了。我按照他指示所鑄出來的鋼劍可說是頂尖品質。看來他也把二張手稿解碼完畢了，記得要去瞭望塔跟他拿。<br><br>那老混帳海羅尼姆斯又來煩我了。我不喜歡他看我學生的方式，也不喜歡他自視甚高、愛管閒事。昨天晚上他在那群小毛頭面前念了我一頓，因為「長期吸收毒素，對身體會造成太大負擔」。拜託，他們是狩魔獵人欸，我又不是在神職學校訓練教父！<br><br>更糟糕的是，他不準備即將到來的青草試煉，反而把自己關在舊訊號塔裡，整晚忙個不停。我要去看看他到底在幹嘛才行。
   1100403|203d5551||瓦林的筆記
   1100402|17c47abc||[似乎是日誌的一部分，但只剩下最後幾頁]<br><br>服役日期：MMMMCMXVIII<br><br>總算把那些難懂的深奧手稿給解碼完畢了。我用手稿畫出了兩把劍的工藝藍圖，一把銀、一把鋼。瓦林已經鑄出來了，還拿去要塞試劍，把那些年輕的狩魔獵人打的落花流水，他最愛來這套了。現在我總算能回舊訊號塔，繼續打造傳送裝置，或許能找到辦法把它穩定下來。<br><br>服役日期：MMMMCMXIX<br><br>我能力不足，深感羞恥，無法施放傳送咒語，造福大眾。我在研究的組合應該能讓傳送門變成廣為使用的工具，但我得先將它做到完美。我用此發明申請專利後，說不定秘密會議就會放我出獄…我只希望我能在狩魔獵人逼迫我進行下次試煉時，就先完成這項工作⋯<br><br>服役日期：MMMMCMXXII<br><br>這是我第三天徹夜未眠。這座塔裡頭冷到椎心刺骨。組合裝置還是無法產生夠穩定的傳送門。瓦林又拿來一堆未解碼的手稿來折磨我，這次是要我畫護甲藍圖。<br><br>服役日期：MMMMCMXXVII<br><br>護甲藍圖已經完成了，但我沒辦法回去研究組合裝置。我們很快就要進行下一次青草試煉。我向天發誓，我已經撐不了多久了。天下的法師這麼多，為什麼秘密會議要送我來住在凱爾・莫罕？<br><br>服役日期：MMMMCMXLVIII<br><br>巴爾特、狄德列克、雅普、阿雷德⋯這些還只是最新幾個受害者。我閉上眼睛還是會看到他們的臉、聞到嘔吐物和他們死前排泄物的味道。真是場永無止盡的惡夢。<br><br>經過突變誘發物、化學煎藥和迷幻蘑菇熬藥的荼毒後，少數幾個活下來的倖存者將會被送到精神導師手裡，像是瓦林。我密切觀察了科恩萊德兩週，細心照料他兩週，讓他死裡逃生，結果他去要塞裡受訓第一天，瓦林就把他打個半生不死。<br><br>你說狩魔獵人追獵怪物？他們自己就是怪物！他們已經走進無法回頭的深淵⋯既然沒人能指望天神給予公道，或許人民該自行處置⋯
   1100401|203d5550||海羅尼姆斯的日誌
   1100439|867ab9d9||保存良好的地圖
   1100443|db0c378a||老舊褪色的地圖
   1100442|db0c3789||潮濕生霉的地圖
   1100441|867ab9da||稍有裂痕的地圖
   1100688|331dbc92||[EN] Painter
   1110156|7d49be54||[EN] Plan B
   1110453|f8d17716||必須先重新啟動遊戲，變更才會生效。
   1110452|f1838f72||確定要保留變更？
   1110534|8087e1b0||[EN] Trophy hunter
   1110903|16f1acff||最大FPS
   1110910|8076ee3d||無限
   1110909|447d80de||60
   1110908|447d8081||30
   1110797|fb2cd197||初級客戶服務代表
   1110954|27e189c3||硬體游標
   1107415|b7af1a38||你可以用船渡過水面。
   1107417|e88df9f3||你可以在這裡召妓。
   1107416|e72b5002||護甲師傅的桌子能增加裝備的護甲值，效果時間有限。
   1107564|975ac993||-
   1107562|97bd647b||`
   1107546|00000000||按住 <<CiriAttackHeavy>> 進行衝鋒攻擊。<br><br>按住越久，攻擊範圍越大。
   1107545|00000000||衝鋒
   1107506|37ccab34||成功還原為預設值
   1107462|e8384175||將所有選項還原為預設值
   1107461|471de117||還原為預設值
   1107684|34f56b0b||H
   1107683|34f56b0a||G
   1107682|34f56b09||F
   1107681|34f56b07||D
   1107680|00000000||持續按住 <<SpecialAttackLight>> 以施放特殊速攻。<br>持續按住 <<SpecialAttackHeavy>> 以施放特殊強擊。
   1107692|34f56b0d||J
   1107700|34f56b1d||Z
   1107699|34f56b0f||L
   1107698|34f56b0e||K
   1107708|34f56b11||N
   1107707|34f56b05||B
   1107706|34f56b19||V
   1107705|34f56b06||C
   1107704|34f56b1b||X
   1107655|34f56b1a||W
   1107654|34f56b14||Q
   1107650|34f56ad3||0
   1107649|34f56adc||9
   1107648|34f56adb||8
   1107663|34f56b0c||I
   1107662|34f56b18||U
   1107661|34f56b1c||Y
   1107660|34f56b17||T
   1107659|34f56b15||R
   1107658|34f56b08||E
   1107657|00000000||持續按住 <<SpecialAttackLight>> 以施放特殊速攻。<br>持續按住 <<SpecialAttackHeavy>> 以施放特殊強擊。
   1107656|00000000||特殊攻擊
   1107679|00000000||特殊攻擊
   1107678|34f56b16||S
   1107677|34f56b04||A
   1107676|34f56b13||P
   1107675|34f56b12||O
   1107619|54561bb2||滑鼠滾輪
   1107618|97b082a0||/
   1107617|58e638fe||.
   1107616|96d093f8||,
   1107630|34f56ad9||6
   1107629|34f56ad8||5
   1107628|34f56ad7||4
   1107627|34f56ad6||3
   1107626|34f56ad5||2
   1107625|34f56ad4||1
   1107647|34f56ada||7
   1107615|02edec54||;
   1107614|601ce217||'
   1107613|1cd4b3ee||\
   1107612|22fc3489||]
   1107611|254901a4||[
   1107610|46cb42fc||=
   1107609|db981db5||無
   1107831|00000000||昆特牌組
   1107832|00000000||你獲得了一張新的昆特牌！<br>如果要仔細端倪，打開 <font color="#CD7D03">遊戲選單</font> ，進入 <font color="#CD7D03">昆特牌組面板</font>。
   1107719|69b7f64c||F5
   1107718|69b7f64b||F4
   1107717|69b7f64a||F3
   1107716|69b7f649||F2
   1107715|69b7f648||F1
   1107714|34f56b10||M
   1107726|cd46d2ea||F12
   1107725|cd46d2e9||F11
   1107724|cd46d2e8||F10
   1107723|69b7f650||F9
   1107722|69b7f64f||F8
   1107721|69b7f64e||F7
   1107720|69b7f64d||F6
   1107735|00000000||速攻
   1107734|00000000||想要展開速攻，請按下<<AttackLight>>。
   1107733|00000000||速攻
   1107736|00000000||按下<<AttackLight>>針對維瑟米爾展開速攻。
   1106118|e0ae4a1e||詞彙
   1106117|ab64af37||任務
   1106120|5700d7e9||昆特牌組
   1106082|d54bee68||拔出銀劍 / 收劍
   1106081|0f285f10||拔出鋼劍 / 收劍
   1106080|2e453c86||消耗物品 2
   1106093|8e655d51||法印──亞登
   1106090|0cced3b5||法印──阿爾德
   1106098|0cd28cbc||法印──伊格尼
   1106097|0cd66330||法印──昆恩
   1106108|0d5c0a69||遊戲選單
   1106107|0001a55c||地圖
   1106106|8790195c||物品欄
   1106105|9397656e||角色
   1106104|0ccf28fa||法印──亞克席
   1106069|5141493d||狂奔/慢跑
   1106079|2e453c85||消耗物品 1
   1106078|c3669d60||停止
   1106077|dacadae9||下馬
   1106367|46c53be2||樹葉可見距離
   1106624|eecaf062||撕下書頁：大幅藍色突變誘發物
   1106641|5625d6ee||遊戲已完成更新。所有使用者設定已回到預設模式。
   1106623|eadc0ffb||撕下書頁：大幅綠色突變誘發物
   1106622|5a48d789||撕下書頁：大幅紅色突變誘發物
   1106621|d820db3d||撕下書頁：藍色突變誘發物
   1106620|2c438080||撕下書頁：綠色突變誘發物
   1106619|d56ca54e||撕下書頁：紅色突變誘發物
   1106618|27743163||大幅藍色突變誘發物
   1106617|acbde652||大幅綠色突變誘發物
   1106616|121562a0||大幅紅色突變誘發物
   1106707|f3f5fddc||該存檔來自較新的遊戲版本，因此無法下載。
   1109029|b9eacb25||極品傳奇貓之鋼劍
   1109028|b9eacb24||高等傳奇貓之鋼劍
   1109027|b9eacb23||強化傳奇貓之鋼劍
   1109035|d78f4c32||藍圖：高等傳奇貓之鋼劍
   1109034|d78f4c31||藍圖：強化傳奇貓之鋼劍
   1109047|530e8b81||藍圖：極品傳奇貓之手套
   1109046|530e8b80||藍圖：高等傳奇貓之手套
   1109045|530e8b7f||藍圖：強化傳奇貓之手套
   1109044|a25b45b8||藍圖：極品傳奇貓之靴子
   1109043|a25b45b7||藍圖：高等傳奇貓之靴子
   1109042|a25b45b6||藍圖：強化傳奇貓之靴子
   1109041|d78f4c33||藍圖：極品傳奇貓之鋼劍
   1109053|cab81253||藍圖：極品傳奇貓之褲子
   1109052|cab81252||藍圖：高等傳奇貓之褲子
   1109051|cab81251||藍圖：強化傳奇貓之褲子
   1109050|b6ebe315||藍圖：極品傳奇貓之甲冑
   1109049|b6ebe314||藍圖：高等傳奇貓之甲冑
   1109048|b6ebe313||藍圖：強化傳奇貓之甲冑
   1108999|062184fd||高等傳奇貓之褲子
   1108998|062184fc||強化傳奇貓之褲子
   1108997|062184fb||傳奇貓之褲子
   1108996|70c05abb||藍圖：傳奇貓之手套
   1108995|5ed40da2||極品傳奇貓之手套
   1108994|5ed40da1||高等傳奇貓之手套
   1108993|5ed40da0||強化傳奇貓之手套
   1108992|5ed40d9f||傳奇貓之手套
   1109006|cc3d6116||高等傳奇貓之銀劍
   1109005|cc3d6115||強化傳奇貓之銀劍
   1109004|f9495223||傳奇貓之銀劍
   1109003|57b770b0||藍圖：傳奇貓之十字弓
   1109002|483cad62||傳奇貓之十字弓
   1109001|933eb617||藍圖：傳奇貓之褲子
   1109000|062184fe||極品傳奇貓之褲子
   1109013|0daf2600||藍圖：強化傳奇貓之銀劍
   1109012|ecb1d831||藍圖：傳奇貓之銀劍
   1109011|cc3d6117||極品傳奇貓之銀劍
   1109021|4f13543f||藍圖：傳奇貓之鋼劍
   1109020|93c5e7b1||傳奇貓之鋼劍
   1109017|0daf2602||藍圖：極品傳奇貓之銀劍
   1109016|0daf2601||藍圖：高等傳奇貓之銀劍
   1109223|f0fe2466||藍圖：極品傳奇狼之手套
   1109220|f0fe2465||藍圖：高等傳奇狼之手套
   1109219|f0fe2464||藍圖：強化傳奇狼之手套
   1109218|23527c33||藍圖：極品傳奇狼之靴子
   1109217|23527c32||藍圖：高等傳奇狼之靴子
   1109216|23527c31||藍圖：強化傳奇狼之靴子
   1109231|9d7d4d3a||背景角色的數量
   1109229|4baf48ce||藍圖：極品傳奇狼之褲子
   1109228|4baf48cd||藍圖：高等傳奇狼之褲子
   1109227|4baf48cc||藍圖：強化傳奇狼之褲子
   1109226|54db7bfa||藍圖：極品傳奇狼之甲冑
   1109225|54db7bf9||藍圖：高等傳奇狼之甲冑
   1109224|54db7bf8||藍圖：強化傳奇狼之甲冑
   1109246|5b74eff5||藍圖：傳奇狼之甲冑
   1109245|37e67cdb||極品傳奇狼之甲冑
   1109244|37e67cda||高等傳奇狼之甲冑
   1109243|37e67cd9||強化傳奇狼之甲冑
   1109242|514e8ee7||傳奇狼之甲冑
   1109215|067511f8||傳奇狼之靴子
   1109214|5ba47484||傳奇狼之褲子
   1109213|90c38de6||傳奇熊之手套
   1109212|c6c10041||傳奇狼之甲冑
   1109334|7c1d1828||[EN] Legendary Viper steel sword
   1109333|0e7d9bf6||[EN] Diagram: Legendary Viper steel sword
   1109332|1a90875a||[EN] Diagram: Legendary Viper silver sword
   1109331|1bd8308c||[EN] Legendary Viper silver sword
   1109284|873be93c||藍圖：高等傳奇狼之銀劍
   1109283|873be93b||藍圖：強化傳奇狼之銀劍
   1109282|4677abc9||藍圖：傳奇狼之銀劍
   1109281|87310d12||極品傳奇狼之銀劍
   1109280|87310d11||高等傳奇狼之銀劍
   1109295|ec67d1f3||藍圖：強化傳奇狼之鋼劍
   1109294|30766281||藍圖：傳奇狼之鋼劍
   1109293|862433ca||極品傳奇狼之鋼劍
   1109292|862433c9||高等傳奇狼之鋼劍
   1109291|862433c8||強化傳奇狼之鋼劍
   1109290|201b3596||傳奇狼之鋼劍
   1109289|873be93d||藍圖：極品傳奇狼之銀劍
   1109296|ec67d1f4||藍圖：高等傳奇狼之鋼劍
   1109308|ec67d1f5||藍圖：極品傳奇狼之鋼劍
   1109255|67cca6dc||強化傳奇狼之靴子
   1109253|67cca6db||傳奇狼之靴子
   1109261|a819f7f7||藍圖：傳奇狼之靴子
   1109260|67cca6de||極品傳奇狼之靴子
   1109256|67cca6dd||高等傳奇狼之靴子
   1109271|fa9185c7||極品傳奇狼之手套
   1109270|fa9185c6||高等傳奇狼之手套
   1109269|fa9185c5||強化傳奇狼之手套
   1109268|fa9185c4||傳奇狼之手套
   1109279|87310d10||強化傳奇狼之銀劍
   1109278|f79dc0de||傳奇狼之銀劍
   1109277|4975ba52||藍圖：傳奇狼之褲子
   1109276|3471f439||極品傳奇狼之褲子
   1109275|3471f438||高等傳奇狼之褲子
   1109274|3471f437||強化傳奇狼之褲子
   1109273|3471f436||傳奇狼之褲子
   1109272|8169dde0||藍圖：傳奇狼之手套
   1109443|29ff58a9||全螢幕
   1109442|9040fcb3||無框視窗
   1109441|6782ecfd||視窗
   1109440|8df0f78c||2560x1440
   1109409|4fc5c663||720x576
   1109408|d3c3ace8||顯示模式
   1109407|9f80dab6||畫質
   1109406|4e49a790||顯示
   1108647|dcbc44f3||高等傳奇熊之銀劍
   1108646|dcbc44f2||強化傳奇熊之銀劍
   1108645|34f98940||傳奇熊之銀劍
   1108643|84371e0d||藍圖：傳奇熊之十字弓
   1108642|4b36faff||傳奇熊之十字弓
   1108641|963903b4||藍圖：傳奇熊之褲子
   1108640|35fdbf9b||極品傳奇熊之褲子
   1108655|f44177a6||強化傳奇熊之鋼劍
   1108654|19d3d8f4||傳奇熊之鋼劍
   1108653|e68a0f42||藍圖：極品傳奇熊之銀劍
   1108652|e68a0f41||藍圖：高等傳奇熊之銀劍
   1108651|e68a0f40||藍圖：強化傳奇熊之銀劍
   1108649|4cb18f0e||藍圖：傳奇熊之銀劍
   1108648|dcbc44f4||極品傳奇熊之銀劍
   1108657|f44177a8||極品傳奇熊之鋼劍
   1108656|f44177a7||高等傳奇熊之鋼劍
   1108623|3972483b||強化傳奇熊之甲冑
   1108620|80b9cac9||傳奇熊之甲冑
   1108617|d65f831f||測試
   1108631|f4dd4159||藍圖：傳奇熊之靴子
   1108630|69587240||極品傳奇熊之靴子
   1108629|6958723f||高等傳奇熊之靴子
   1108628|6958723e||強化傳奇熊之靴子
   1108627|6958723d||傳奇熊之靴子
   1108626|a8383957||藍圖：傳奇熊之甲冑
   1108625|3972483d||極品傳奇熊之甲冑
   1108624|3972483c||高等傳奇熊之甲冑
   1108639|35fdbf9a||高等傳奇熊之褲子
   1108638|35fdbf99||強化傳奇熊之褲子
   1108637|35fdbf98||傳奇熊之褲子
   1108636|cd0fc0be||藍圖：傳奇熊之手套
   1108635|2a7f26a5||極品傳奇熊之手套
   1108634|2a7f26a4||高等傳奇熊之手套
   1108633|2a7f26a3||強化傳奇熊之手套
   1108632|2a7f26a2||傳奇熊之手套
   1108967|5d82e1ff||藍圖：強化傳奇獅鷲獸褲子
   1108966|7d7b0927||藍圖：極品傳奇獅鷲獸甲冑
   1108964|7d7b0926||藍圖：高等傳奇獅鷲獸甲冑
   1108963|7d7b0925||藍圖：強化傳奇獅鷲獸甲冑
   1108961|199db193||藍圖：極品傳奇熊之手套
   1108975|b68489c4||藍圖：極品傳奇熊之手套
   1108974|b68489c3||藍圖：高等傳奇熊之手套
   1108973|b68489c2||藍圖：強化傳奇熊之手套
   1108972|cedaf315||藍圖：極品傳奇熊之靴子
   1108971|cedaf314||藍圖：高等傳奇熊之靴子
   1108970|cedaf313||藍圖：強化傳奇熊之靴子
   1108969|5d82e201||藍圖：極品傳奇獅鷲獸褲子
   1108968|5d82e200||藍圖：高等傳奇獅鷲獸褲子
   1108983|09960d9e||強化傳奇貓之甲冑
   1108982|24c58cec||傳奇貓之甲冑
   1108981|f737bfb0||藍圖：極品傳奇熊之褲子
   1108980|f737bfaf||藍圖：高等傳奇熊之褲子
   1108979|f737bfae||藍圖：強化傳奇熊之褲子
   1108978|1a61e158||藍圖：極品傳奇熊之甲冑
   1108977|1a61e157||藍圖：高等傳奇熊之甲冑
   1108976|1a61e156||藍圖：強化傳奇熊之甲冑
   1108991|f1e2f3bc||藍圖：傳奇貓之靴子
   1108990|397c37a3||極品傳奇貓之靴子
   1108989|397c37a2||高等傳奇貓之靴子
   1108988|397c37a1||強化傳奇貓之靴子
   1108987|397c37a0||傳奇貓之靴子
   1108986|a53debba||藍圖：傳奇貓之甲冑
   1108985|09960da0||極品傳奇貓之甲冑
   1108984|09960d9f||高等傳奇貓之甲冑
   1108935|5bea0807||藍圖：強化傳奇獅鷲獸銀劍
   1108934|dd770d95||藍圖：傳奇獅鷲獸銀劍
   1108933|e2303a7b||極品傳奇獅鷲獸銀劍
   1108932|e2303a7a||高等傳奇獅鷲獸銀劍
